dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23
1.3539635723711163,2.512821714785888,-0.8931787884512579,-0.2837694013342776,0.4312129495379231,-1.6638335886965339,0.8274435866349319,0.9883221868836303,1.1530915391151857,-0.4501969968525636,0.10000430086629448,-0.3582233365880025,-0.08978762658338904,-0.2074047590881315,-0.025816830311712856,-0.09734513646422152,-0.07203406593907465,-0.04663722568407733,0.0342322643768266,-0.3323459789337144,0.16578839393233946,-0.11701131850507546,0.06998869522159329
-1.7327358771458383,-0.16014172557960632,0.17938640826781962,-0.3726259313124071,0.4798908178566453,-1.7456862444394372,0.07935052882494333,0.7677848218185795,0.9472524257928479,0.1471065648350633,0.10763119496369357,-0.3621644411016869,-0.13289933289224196,-0.17995915662583387,-0.032162925838990344,-0.09870214019496296,-0.04439699154711038,-0.04444964099470372,0.046600379468460136,-0.30681199789305386,0.0946544218624521,-0.06724437961396992,0.09051562579684617
-0.11962821922407216,-0.9690511104091579,-0.7907973001778764,-0.45195726463175906,0.5542823359301358,-1.6203671748549964,-0.9290279485540668,0.6613203871007177,0.9989058886997483,0.6180845008119584,0.1003681980998374,-0.3669504683292417,-0.09835040628718303,-0.1816374018221734,-0.027381436199864967,-0.08667505426094059,-0.026765420127589867,-0.0740671449811981,0.02259636829033232,-0.2832465211652874,0.09938292856775555,-0.09539231639878061,0.10232166330184608
2.2205233414158125,-1.299200067881777,-0.7240415610302291,-0.41145157688843714,0.45831625429321043,-1.6938559417019436,-1.5088711337351435,0.8866948028807726,1.0381808366186231,-0.00023854002613180327,0.09542946075380408,-0.38411618628204813,-0.13007696112383527,-0.1400694008418388,-0.014615619065584852,-0.08456753971948153,0.008664837728230294,-0.04346400969683663,-0.0005304709030343226,-0.2715840343189068,0.08246015486678207,-0.08634934505687798,0.10565266507833455
-5.840337049633903,1.012211618807355,-2.0835118394445074,-0.45342802970379026,0.5620798954784779,-1.7546638516423763,-0.37824503859599773,0.586825667650325,1.1027779315098356,0.8710906137610608,0.09433258448009436,-0.3923461282406622,-0.14309734466885737,-0.14332040179104896,0.004065348161551409,-0.09727381657700696,-0.017647644698957306,-0.05082754734559883,-0.0063098537968153436,-0.2935426221308351,0.07801757662681488,-0.061619497109983865,0.10649511424074415
0.0909009422458167,-1.6229780268383618,-0.3631032748125817,-0.3617259448681875,0.3660653032955301,-1.7744240025997349,-0.21053670866730825,0.9398236793144668,0.9930453807083787,-0.4845773296335699,0.08320743576123621,-0.37310866787840735,-0.10670501107383326,-0.18898959386696795,-0.009542239546479316,-0.07431164121404132,-0.05928264905798858,-0.04710575909953432,0.019792019427170505,-0.3047316426476185,0.11760514491868972,-0.0869680869505531,0.09448098974265942
4.315860434286629,-1.327985988152332,-1.593397071608712,-0.3636845036732718,0.4375543574365864,-1.7152861310420529,1.513888189291126,0.731437796218448,1.0587189736933356,-0.06963088833985719,0.09383196623014774,-0.3715808035361656,-0.08449258599419432,-0.23211586478786617,-0.0438710417022917,-0.10299075715394287,-0.0636001816087426,-0.0602838707775961,0.054000150167595504,-0.30963144599264814,0.14084075184435893,-0.11284209984933315,0.0713321724162338
-3.3174840038276225,0.011628079426147235,-0.12174086413270509,-0.3686459519681069,0.4967903830047988,-1.5528219156441625,-1.319803947160352,0.748134508213806,1.0375477056038416,-0.013316883350373737,0.10249193225248092,-0.3543068459281302,-0.10579511301934195,-0.16204992005213115,-0.03381363795760156,-0.08651318474880547,-0.03005486765283217,-0.03838160917783971,0.023813538790984946,-0.2998511833634894,0.10357703432779969,-0.07728565251911992,0.09953963494352477
2.5392665516902424,-3.554124045684189,-0.8641046845587965,-0.5665391513213918,0.6251967351295105,-1.6999837856767215,0.22738890690799776,0.36866751985561175,1.0275666284302576,1.2245389254381998,0.09378814489865236,-0.38416638925283964,-0.10167877572899378,-0.19140368807575592,-0.024176334017711264,-0.11252192545761269,-0.029270468699942945,-0.06435133737076426,0.015878029407857715,-0.28035472317110494,0.10350867472886946,-0.08987142236884176,0.10438186846367202
0.4856291761459774,1.2382673119453402,1.2149009096032253,-0.5630611767354938,0.5918145007200366,-1.771328096925757,1.4199309383126868,0.4373102443002492,0.9803879270341691,1.2405614313838986,0.0972357410146977,-0.35491113749772646,-0.06996765542135269,-0.2138625877934059,-0.05093286902183247,-0.08529674550257313,-0.07293380710912101,-0.04262045784877888,0.052459679783474156,-0.31778004625574485,0.140175483482029,-0.10465885306069361,0.09495618181836844
