dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60
1.2817760411702364,2.4625622244541185,0.7158435528861002,1.0887412467908237,-0.438928754914606,-0.5545996892985612,0.7182665838416359,-0.17773781648309944,-1.7198119519037358,0.6643494367769008,0.36492980852526685,-1.7716069879880485,0.03266581096298028,-0.1137735775418806,-0.2860944111395254,0.012377168928688759,-0.21512422929932962,-0.034535280026785256,-0.07984456541788418,-0.10375555600047166,0.023683871272837994,0.1030599096438331,-0.11503179132357208,-0.26956618459427817,0.23557754794591057,-0.08610275473075772,0.1471134627945015,0.20533979503577304,-0.01613507713636033,-0.2908022352518119,-0.1424364629992276,0.2813120569236435,-0.3000670877327056,0.058993536830698724,0.12734321002926602,-0.042194498903020405,-0.06235271094139405,-0.10240619130029721,0.1535401899805933,0.04998480462789235,-0.2855489407872227,-0.22526339751828597,-0.2067188738289253,0.13941706800571382,-0.11728919067914836,0.35294186204028716,-0.08500408152633768,-0.03709837909162034,-0.16995983508886764,0.023578775829249513,-0.004783039553663327,-0.14143969262157474,-0.09271679123853097,-0.050176169228714915,0.15130379429313964,-0.01942114544520994,0.04130461444301199,-0.06589595036122975,0.054657517578698085,-0.14103947442833434
-1.8438635693805827,-0.24828499383816596,0.7600295315090169,1.0869387864172404,0.2601384707753652,-0.5054110702633601,0.07638290288445831,-0.14936948836672276,-1.8133646342386123,0.541857176759585,0.4084139396976087,-0.35949811448532626,-0.008924138146992125,-0.032477198585228205,-0.24652504121843533,-0.15204723568096665,-0.2071358666437238,0.04291369207404036,-0.1275055069407715,-0.022523489691798376,-0.04142059593416139,0.10054850584799147,-0.08102177155800794,-0.18937539698111294,0.1711816285234838,-0.15493077040435005,0.21602833869369062,0.3484038277171588,0.07914190312842526,-0.13175296070974007,-0.15211927951527232,0.20665087727323703,-0.31872357299704196,-0.013253930787132585,0.11499538776327639,-0.07433839159036443,0.02131759461552161,-0.06114504361631463,0.226640284202406,-0.03015422575998429,-0.17485343450329327,-0.2752837975776664,-0.14549655489919422,0.14075428040396468,-0.11948017667564527,0.3701561428249907,-0.03940669805921901,-0.1478645793000598,-0.13919641048322143,0.04557884817490136,-0.09919969047247225,0.05989475319530878,-0.16764523887374144,0.005456599373586023,0.13006622162524153,0.002012476521280844,0.01311264763398394,-0.12372747688836963,-0.08171358835394771,-0.15048503302910113
-0.19934446724381655,-0.9977733574806673,0.8388270544511359,1.1307921507251943,-1.2013780319641099,-0.4825546059654224,-0.8975456416566676,-0.14057115771941717,-1.746345260209521,0.5181905297554344,0.2470031688900357,0.6839653770368387,-0.015630420851081697,-0.053560455741835974,-0.24893595907235772,-0.25576485015429984,-0.21523008641272945,0.07622979248357283,-0.11444552248886816,-0.07239212594307386,-0.043892711350896715,0.19174283314200974,-0.1100700522405771,-0.13352804787730438,0.103770821879614,-0.19755426290246778,0.22829705125283528,0.32266652017012815,0.011639005054050265,-0.16502295587185112,-0.12650127315748327,0.23748208224505185,-0.32078421470352436,0.0001976936747149008,0.019945928444932173,-0.07206307880823024,0.016729135514565435,-0.10195414882991108,0.2528321973215597,-0.09510080693703378,-0.20115094941516865,-0.2139973410911202,-0.11766350327735875,0.05491096195932022,-0.13674047229746394,0.3311906045034042,-0.09109396274178426,-0.12156144151161047,-0.2237812408633218,0.057280358646914026,-0.04956433922831485,0.021552676060933175,-0.19319817243941492,-0.07256144484261151,0.05331961863941756,-0.012416180520149134,0.010342807135846468,-0.12441272104591694,0.0493261423967894,-0.09465792938788248
2.2017002886032273,-1.1182367369113766,0.7288965016527741,1.1134333710416433,-0.3507245181327366,-0.5150988823789137,-1.827977856972296,-0.25984743911459024,-1.6936859036249372,0.5770771235142449,0.5002931299339257,-1.151721084225843,-0.031001650166672487,-0.05843956294936544,-0.2653607498694471,-0.2582216749792736,-0.2219724182759621,0.019987738094759535,-0.05240251393813441,0.00853606470236011,-0.10628943860156963,0.0478565450899288,-0.04800832993773983,-0.21406288643855165,0.24877691761956122,-0.0418581698191902,0.18007062186647665,0.3948272939428601,0.22710784446254098,-0.12442437730105554,-0.30780528642235333,0.22138848764638558,-0.21482319750809112,0.055109843359407,0.24190162300947957,-0.12334979268810671,-0.054337694332852404,-0.07427242408286655,0.14601252943051451,0.06467387555753695,-0.2381446988266103,-0.2631722166493107,-0.22705053572853273,0.24015998822514303,-0.04976902315819383,0.308658016830466,-0.09311418400295268,-0.08797770498154672,0.001999380379104361,-0.07889148510139023,-0.039804719212791786,-0.026952036983201033,-0.1338919435953792,-0.12055174333528604,0.08924289136330686,-0.0006764224641339703,0.0055110497386609905,-0.04400582231732976,0.028316525217241803,-0.0484822237388274
-6.068355578111734,0.9799580862305838,0.8128043503347255,1.1237299288370257,-2.5945018093022836,-0.4928910785037717,-0.3041771171344087,-0.14056635820575075,-1.8257817164239145,0.6200401072140551,0.28784297757181565,0.8236785704099847,-0.027083430047050813,-0.09762164986169122,-0.33685907776489277,-0.31004633954135075,-0.20358518691715913,0.007575493667711125,0.017720746540291245,-0.023685617346392976,-0.12740712569267398,0.1139398924983654,-0.014299779521877273,-0.22630614049740788,0.2749069243192106,-0.004941855648585118,0.13598686915699587,0.30478373472265863,0.11728139612537583,-0.24362992801255018,-0.25281433704762535,0.2800531675794624,-0.25555825287349715,0.16154295755167425,0.29021178231670774,-0.1622469376709079,-0.10281208688879455,-0.07432197729679607,0.061222007905355535,0.04712524867503846,-0.3729692417813235,-0.24108948602314212,-0.17534686688865264,0.15864023990135126,-0.1146381863644633,0.2952847413585768,-0.04922560766521584,-0.15905934401542646,0.02128662419185571,0.0018246237588261487,0.010798596633432342,0.0016177984808321347,-0.09256507970510805,0.01408255468692269,-0.018991183979038952,-0.18367465701822294,0.03157452630824767,-0.1838470709526324,0.06429788963765942,-0.24201682130094962
0.019431357466077246,-1.753730986560744,0.7563733204120807,1.021383885577116,0.09967697521866961,-0.5473378949231558,-0.2249150925790046,-0.20277791824642205,-1.862213805695971,0.6306047389511727,0.33912359382213675,-1.5977282587483472,-0.009028634862108822,-0.0825943593565904,-0.2804169741153476,-0.17403660808848437,-0.1929627398680283,0.045260495511267276,-0.1186499671525248,-0.06120450602348193,-0.07571414527419107,0.12624202591797057,-0.06304153556746848,-0.1959686982250286,0.21901383922219347,-0.10779132315615447,0.21250321510191575,0.32613244746461945,0.12207302070183276,-0.12247333757694535,-0.20303812149380418,0.24300008197800643,-0.2752147285391431,-0.04524841174677766,0.09723183071243303,-0.10104145772514413,-0.007052090019924068,-0.11557121512073557,0.26479207092265467,-0.03994918439387578,-0.08748485447560209,-0.2818906369931319,-0.14949485887391664,0.1688648111672974,-0.10676549560027537,0.3829359322155821,-0.0029420317717786387,-0.08647717669858426,-0.13327866676770272,-0.05117741820088595,-0.10966272579657814,0.05340096792188144,-0.2002753788714582,-0.10492236390402926,0.17307385843028658,0.01959049784621679,-0.005008633648576649,-0.07931524462775362,0.0318789485114349,-0.08828740260761289
4.316207734544419,-1.3448571939786824,0.7272379193063339,0.9958861580923242,-1.4519506302015843,-0.5582437885456514,1.4480714981926754,-0.18601286634312728,-1.75959678261252,0.7106036184956726,0.3230171139402918,-0.9702197238683183,0.010483862565041899,-0.1347247839635837,-0.28304800477769404,-0.1132253658136409,-0.22757757309536922,0.044125787435606176,-0.13660711530968234,-0.07390878939399266,0.021305772447508874,0.17742790232852312,-0.11799628711893854,-0.19249952115673194,0.17556040609807808,-0.12068186830444567,0.21968526842613187,0.2409304324668802,0.01824625335698543,-0.20037147497802285,-0.17076186134661142,0.2143315796760153,-0.3163909118268498,0.005934619515502282,0.07009993952991746,-0.08390493420809039,-0.030735869912382682,-0.14494357533437247,0.265290444241575,-0.07322396218340532,-0.12857126887070816,-0.26883762035024006,-0.07207571875314604,0.049911736515770196,-0.16790809336624504,0.3194569864538962,-0.02334125525166009,-0.13138404953967284,-0.15316044941955131,-0.06902702116416487,-0.032635581970822385,0.03668273601327733,-0.19013502846129757,-0.17921113582462128,0.10881386738771671,-0.09252998541644156,0.02393603139809497,-0.1496694180413382,0.09470999126821752,-0.010821649676928244
-3.4830053886045387,-0.05077534006269164,0.7556723041746616,1.1422926005183596,0.018052579394624704,-0.4692684435316019,-1.412491375047777,-0.22436401987386392,-1.6518151190924983,0.6142663759530886,0.4152072786121099,-0.8701699712356015,-0.018965202118082697,-0.04826669347153193,-0.2316773729319081,-0.19791808394546997,-0.19954561943867904,0.01600965856280717,-0.062057899968320986,-0.02271066070419738,-0.08567924850321669,0.044422086461600244,-0.09000421642849234,-0.21496299929016108,0.20673801362956185,-0.0833956538947066,0.17997977045720792,0.35214440610055636,0.1832733203766719,-0.08934880566257118,-0.22333104063146414,0.254317815974463,-0.2591163833497171,0.03083716751872989,0.20497880254383427,-0.07839204353525729,-0.020209177221604643,-0.0640601658295684,0.18607610980969103,0.019714997802566366,-0.27887534049498797,-0.2936613914632277,-0.20625299077596293,0.1685481303371832,-0.0352891135013122,0.31643816694078974,-0.13184060457196795,-0.11642513505216925,-0.13838057578794025,-0.02899675779963413,-0.045438778229689884,0.01791420379588212,-0.1417402522494755,-0.0529658632535997,0.13391048337059344,-0.008515198591389668,-0.009190555864407007,-0.03278216892307578,0.010657873035828165,-0.19524879287991984
2.4940814136753295,-3.5403317491501616,0.7499003837160297,1.077446193985979,-1.4260402795505127,-0.49864025068369106,0.251630374110941,-0.23722755555829944,-1.7667073307004966,0.6146275451894567,0.42415987689115736,1.3410581230634362,-0.012319320654847435,-0.08887103022917982,-0.2520525367594659,-0.2260278942972925,-0.2486337492222367,0.07401966705407921,-0.13439592897617753,-0.01717543296702613,0.020381450061399683,0.16786940317745416,-0.06528368721011132,-0.11176342794639765,0.07875093781238614,-0.15070297860491103,0.26843103565378423,0.3768037729608149,0.027148577246369737,-0.12659589074059835,-0.15769035558712144,0.207704312340801,-0.33658375571865917,-0.009999351593196579,0.05039266835376893,-0.11703484541235308,0.056728158345687535,-0.09646910801035574,0.29630051948870423,-0.08813472719052294,-0.09895176589217883,-0.25306481502044226,-0.1001663440031377,0.10144214198327331,-0.23302129649303957,0.3520477604432046,-0.008039029029744613,-0.10846968641987086,-0.1388574081480034,-0.022573561582746055,-0.08303211274421292,-0.10234867019238518,-0.14823842729051778,-0.2318565688431252,0.04220384337323688,-0.098109933552848,0.04323967230143963,-0.21378931733133882,0.02930850103410024,0.0827833400693266
0.5142357313796099,-2.3683234198112637,0.6243701942746983,0.9953814651687749,1.0546608854946953,-0.529749643213872,1.9435405432768562,-0.4172129899010128,-1.8002057793380388,0.665695322431239,0.5718268611342728,1.0312452022740286,0.016436477589524087,-0.0929829922015245,-0.21773983378643014,-0.016088690070120454,-0.22026416547053623,0.043676047755215,-0.18389137180420168,-0.03421743415345256,0.03933287915416529,0.040431832023693354,-0.1140545923066002,-0.21802228818630803,0.1718920749867668,-0.10346614522771522,0.2304358473325113,0.4077236950277216,0.062406062595022786,-0.051236410299960365,-0.2034452751236095,0.22238745767627055,-0.3236627517213968,-0.0310213972463056,0.11704918335769887,-0.09523989004015153,0.03276406179426562,-0.08606046061701095,0.22716994194015733,-0.023387561360072095,-0.142048166486463,-0.33315612341847867,-0.13916440166697758,0.16538132815804926,-0.14133123439360096,0.31279938605977753,-0.00811436477066832,-0.10021749322792753,-0.13945890834549096,-0.036510684711333063,-0.06842771504832963,0.010316147674985857,-0.1669077288861232,-0.10470752939490155,0.12538957934578163,-0.034921350622118645,0.07200103503553788,-0.1651432002728256,0.05931470833164418,-0.08896356817628888
